(NI_TRIAD-3),0
(NI_TRIAD-2),1
(NI_TRIAD-1),2
(NI_TRIAD-0),3
(NI_TRIAD1-3),0
(NI_TRIAD1-2),1
(NI_TRIAD1-1),2
(NI_TRIAD1-0),3
(NI_TRIAD2-3),0
(NI_TRIAD2-2),1
(NI_TRIAD2-1),2
(NI_TRIAD2-0),3
(0),0
(1),1
(2),2
(3),3
(1/1),1
(2/2),1
(3/3),1
(4/4),1
(1.0/1),1
(2.0/2),1
(3.0/3),1
(4.0/4),1
